product_id,product_name,category,brand,sku,unit_price,cost_price,is_active,created_at,updated_at
8ce41005-2652-4109-8dd0-691baab9e35b,Future,Electronics,Jones-Terry,SKU-95567,3605.17,2783.16,True,2026-02-23 19:03:56.548575,2026-02-23 19:03:56.548575
518dc118-51f2-4524-8936-537441c66182,Stock,Electronics,Leach-Herrera,SKU-60784,4637.21,3140.34,True,2026-02-23 19:03:56.548805,2026-02-23 19:03:56.548806
473a584c-66b6-46ad-a610-c61a672b4e8f,Even,Home,Mercer-Brewer,SKU-97840,1088.44,820.92,True,2026-02-23 19:03:56.549034,2026-02-23 19:03:56.549035
75c20dba-1d8a-488a-b33c-8ac32478e558,There,Home,"Price, Peck and Kemp",SKU-67388,3201.55,2339.02,True,2026-02-23 19:03:56.549342,2026-02-23 19:03:56.549343
01ba0071-5bd0-44c1-a2ce-4dc30ae30c7f,Image,Sports,"Curtis, Gallegos and Crawford",SKU-47208,542.77,432.23,True,2026-02-23 19:03:56.549775,2026-02-23 19:03:56.549777
fd5cab82-3dff-466e-b15c-f58ac9a5adb5,Group,Sports,Garcia-Hensley,SKU-13812,3599.82,1806.34,True,2026-02-23 19:03:56.550138,2026-02-23 19:03:56.550140
2b628360-62ed-4ee2-af19-aa97ee713888,Key,Clothing,"Wade, Williams and Anderson",SKU-31829,4404.74,3251.15,True,2026-02-23 19:03:56.550492,2026-02-23 19:03:56.550493
b998dd1f-e9c3-4347-9e0e-9b9dff9c5f38,Yeah,Clothing,Gonzalez-Ray,SKU-29155,1610.5,1181.03,True,2026-02-23 19:03:56.550735,2026-02-23 19:03:56.550736
9f0af7d9-6255-4b1e-84e3-0c780a1903f1,Loss,Clothing,Hampton Ltd,SKU-50759,3954.7,2890.48,True,2026-02-23 19:03:56.550908,2026-02-23 19:03:56.550909
4ed79820-9430-4418-aaca-a586da419036,List,Clothing,"Turner, George and Wilcox",SKU-32654,1407.73,1098.45,True,2026-02-23 19:03:56.551263,2026-02-23 19:03:56.551264
d8090cce-75ba-4c5a-ad9d-4439467f3dbc,Painting,Electronics,Davila-Villa,SKU-67464,303.67,229.4,True,2026-02-23 19:03:56.551594,2026-02-23 19:03:56.551596
f4f20fe0-7f96-4cda-a6ea-f181e42595b8,Poor,Home,"Campbell, Woods and Lane",SKU-01632,1695.06,1036.73,True,2026-02-23 19:03:56.552067,2026-02-23 19:03:56.552069
8bb26dc2-fc4a-47b5-87a5-b831bc656041,Always,Home,Rodriguez-Carter,SKU-46060,2187.46,1700.99,True,2026-02-23 19:03:56.552384,2026-02-23 19:03:56.552386
e3218c47-a8d6-4b8f-9d53-74b4eaa43384,Who,Sports,Cardenas LLC,SKU-02348,4864.52,3257.9,True,2026-02-23 19:03:56.552588,2026-02-23 19:03:56.552589
2691ce19-4ca1-457d-9dbf-b267cbfcb452,Morning,Clothing,Freeman-Watkins,SKU-18054,1475.82,1086.64,True,2026-02-23 19:03:56.552972,2026-02-23 19:03:56.552973
f2c2fed7-fb47-49d8-a954-962fba13dee2,Realize,Electronics,Sullivan PLC,SKU-87779,2679.75,1492.82,True,2026-02-23 19:03:56.553149,2026-02-23 19:03:56.553150
acc9b83c-2c51-421a-a13a-f8a8a48821a4,Understand,Sports,Barron and Sons,SKU-13413,2584.7,1323.86,True,2026-02-23 19:03:56.553307,2026-02-23 19:03:56.553308
d37bfe19-da47-4bb5-8314-a55612ef6cb4,Piece,Beauty,Harris-Jimenez,SKU-39195,1559.16,1143.03,True,2026-02-23 19:03:56.553608,2026-02-23 19:03:56.553610
01b156ff-fe49-4216-ae16-ac056dfb0812,Break,Electronics,Thomas and Sons,SKU-64032,1471.46,1006.79,True,2026-02-23 19:03:56.553825,2026-02-23 19:03:56.553826
ff44facb-6db1-4d2c-b7bb-94add1e6f951,Add,Home,"Davis, Mcintosh and Valdez",SKU-33866,3970.18,3070.53,True,2026-02-23 19:03:56.554315,2026-02-23 19:03:56.554317
8e4387e1-c6a9-4a30-9cfd-fa6505b9d7c9,Program,Sports,"Osborne, Webb and Hanson",SKU-55208,721.86,390.09,True,2026-02-23 19:03:56.554779,2026-02-23 19:03:56.554781
dbf29519-b2f2-4c71-9f1f-70bb6c1c7d69,Indeed,Sports,Banks Ltd,SKU-84328,3004.35,2057.52,True,2026-02-23 19:03:56.554999,2026-02-23 19:03:56.555000
fdfd6e83-9028-48f8-8535-84b62feb6450,Other,Beauty,Nichols Group,SKU-01780,3294.51,1745.15,True,2026-02-23 19:03:56.555197,2026-02-23 19:03:56.555199
d086ca59-7c33-4501-ab03-1ac5324b2457,News,Home,Riggs-Mullins,SKU-14756,1060.19,685.01,True,2026-02-23 19:03:56.555572,2026-02-23 19:03:56.555574
772437a1-f4f3-49b1-9093-8a535b881715,Crime,Home,"Willis, Alvarez and Morrison",SKU-81289,763.83,574.11,True,2026-02-23 19:03:56.556140,2026-02-23 19:03:56.556142
66d83974-57c3-4233-82bb-5ad0a64d7ae0,Piece,Sports,Nolan-Armstrong,SKU-45166,4712.7,3196.34,True,2026-02-23 19:03:56.556415,2026-02-23 19:03:56.556416
5c340d0c-ab47-4317-9655-1a4c9e188592,Great,Home,Williams-Simmons,SKU-12174,2918.63,2288.61,True,2026-02-23 19:03:56.556708,2026-02-23 19:03:56.556709
77ef1d20-f989-45fe-b9ae-db0213cb3fef,Stock,Electronics,Long-Ramos,SKU-09228,1845.97,1436.18,True,2026-02-23 19:03:56.557087,2026-02-23 19:03:56.557088
ed9881ad-5c6b-4431-9c9b-5cc869c59e41,Specific,Beauty,"Evans, Sawyer and Walker",SKU-51951,3281.93,2270.95,True,2026-02-23 19:03:56.557428,2026-02-23 19:03:56.557430
2d58876b-3bca-4ba7-852c-3ae0d9d965e9,Trial,Home,Murphy-King,SKU-59613,3654.86,2110.94,True,2026-02-23 19:03:56.557799,2026-02-23 19:03:56.557801
4b57a9f9-57d2-4d23-9843-9e4e5870c8c3,One,Electronics,Smith-Jones,SKU-92010,269.52,143.04,True,2026-02-23 19:03:56.558105,2026-02-23 19:03:56.558107
631d74b0-8870-46ab-b0d8-f32d35e37cd8,Any,Beauty,Jones Group,SKU-16484,1831.65,1279.43,True,2026-02-23 19:03:56.558287,2026-02-23 19:03:56.558288
f5a55c96-541c-411f-8b89-828a7abcdbca,Enough,Home,"Lawrence, Castro and Clark",SKU-97971,3495.73,2649.9,True,2026-02-23 19:03:56.558682,2026-02-23 19:03:56.558683
39411e63-66f8-46dc-9e40-3c4957a1cd9d,Maybe,Beauty,Campbell Ltd,SKU-43796,2259.06,1753.84,True,2026-02-23 19:03:56.558964,2026-02-23 19:03:56.558966
fdb607ed-a045-419c-8612-fa5dde335edb,We,Sports,"Melendez, Hamilton and Williams",SKU-75521,2441.37,1401.37,True,2026-02-23 19:03:56.559416,2026-02-23 19:03:56.559418
0c5e0cc6-61a2-4f1c-a411-f36558c0b24a,Soldier,Sports,Walker Ltd,SKU-89841,592.79,323.87,True,2026-02-23 19:03:56.559668,2026-02-23 19:03:56.559670
9839035d-0d4c-4585-8f73-283153d32f1b,Performance,Beauty,Black PLC,SKU-43521,1388.84,930.73,True,2026-02-23 19:03:56.559965,2026-02-23 19:03:56.559967
bfb5763e-6da5-46c2-99c4-23611563fb37,Check,Clothing,Thompson-Erickson,SKU-99045,1288.05,699.52,True,2026-02-23 19:03:56.560232,2026-02-23 19:03:56.560233
3352d2d8-a673-405b-8586-b1e5ac9de5cc,Main,Clothing,"Jackson, Carroll and Washington",SKU-45870,3458.56,2744.75,True,2026-02-23 19:03:56.560581,2026-02-23 19:03:56.560582
fac6e82d-a1ba-4cc0-bea9-3f4301a42e6a,Although,Sports,"Jones, Kelly and Mooney",SKU-55244,1754.59,1282.04,True,2026-02-23 19:03:56.561091,2026-02-23 19:03:56.561093
97201db6-4719-4b9f-83bf-c245e24a6595,Herself,Electronics,Martinez Ltd,SKU-91704,3409.4,2618.88,True,2026-02-23 19:03:56.561365,2026-02-23 19:03:56.561367
ea8ffa16-7e5d-4211-b6aa-57fed354d911,Live,Home,Willis-Ewing,SKU-61293,3150.21,1666.89,True,2026-02-23 19:03:56.561622,2026-02-23 19:03:56.561623
db364cf2-6ff9-4545-9186-87978878c0a1,Someone,Clothing,Martinez-Hines,SKU-98825,2508.75,1502.57,True,2026-02-23 19:03:56.561997,2026-02-23 19:03:56.561998
d8c7881e-e956-4936-bc8d-010c91deda61,Yeah,Electronics,Becker-Johnson,SKU-85162,2591.78,2042.2,True,2026-02-23 19:03:56.562352,2026-02-23 19:03:56.562353
3bf80a13-0306-4a54-b865-9e7a8c44d829,Official,Clothing,Mitchell Ltd,SKU-08253,2295.02,1228.26,True,2026-02-23 19:03:56.562582,2026-02-23 19:03:56.562583
5d4f12d5-8705-47ac-9d41-4f060d5c99c9,Analysis,Electronics,"Cunningham, Hernandez and Padilla",SKU-75399,4442.81,2649.79,True,2026-02-23 19:03:56.563086,2026-02-23 19:03:56.563087
b9a58011-0608-49f1-8864-ba060f44d07c,Site,Clothing,Lee Inc,SKU-49634,2991.26,1542.01,True,2026-02-23 19:03:56.563316,2026-02-23 19:03:56.563318
e4d19ce1-c5b4-481a-ae4b-1fee6c2f9415,Walk,Beauty,"Gomez, Gomez and Hart",SKU-15609,4484.52,2877.03,True,2026-02-23 19:03:56.563798,2026-02-23 19:03:56.563800
1c7b5563-9d03-469e-a9d9-522ab7c0b241,Stand,Beauty,Mckee Group,SKU-86464,3005.67,1771.4,True,2026-02-23 19:03:56.564012,2026-02-23 19:03:56.564013
83ed9ef4-ddd3-46ef-a604-614bfdb8f847,Really,Home,Jackson-Clark,SKU-11354,2717.02,1590.92,True,2026-02-23 19:03:56.564331,2026-02-23 19:03:56.564332
afa96fa0-a5fe-4547-a615-88362dec5aac,Strong,Beauty,Hernandez-Armstrong,SKU-29947,1597.22,894.78,True,2026-02-23 19:03:56.564579,2026-02-23 19:03:56.564580
509522c6-9d41-4ae8-bda2-779d707a42de,Option,Home,"Carter, Nolan and Garcia",SKU-29798,1950.85,1472.35,True,2026-02-23 19:03:56.564912,2026-02-23 19:03:56.564913
867e208f-3409-45bd-a116-7f89763505d6,Computer,Beauty,Kaufman Inc,SKU-96147,3291.89,2256.64,True,2026-02-23 19:03:56.565118,2026-02-23 19:03:56.565119
75360da2-4365-4f68-b966-0f680c8e7bf8,Improve,Sports,"Holmes, Stevens and Soto",SKU-58985,1887.65,1305.18,True,2026-02-23 19:03:56.565459,2026-02-23 19:03:56.565461
093529d8-3e2f-4ddd-9c86-73064c6599b4,Amount,Beauty,"Stevens, Ingram and Johnston",SKU-93356,223.01,162.66,True,2026-02-23 19:03:56.565828,2026-02-23 19:03:56.565829
2455f22c-b5c6-4e45-ae55-60ad8adf21f8,Measure,Sports,Pierce-Briggs,SKU-02708,2986.84,1868.74,True,2026-02-23 19:03:56.566088,2026-02-23 19:03:56.566089
0f9d71e5-f4bf-4353-8b2d-72fe328cc61e,Whole,Clothing,"Bryan, Evans and Valdez",SKU-80249,1470.0,813.22,True,2026-02-23 19:03:56.566403,2026-02-23 19:03:56.566404
f5a67499-efd3-42ad-ba88-ecacbb2b7ba7,End,Sports,"Edwards, Keller and Bowman",SKU-74301,840.0,553.83,True,2026-02-23 19:03:56.566714,2026-02-23 19:03:56.566715
681ca5cb-27cb-44e8-bce9-cec63062811b,Score,Beauty,Rios LLC,SKU-89884,451.1,331.36,True,2026-02-23 19:03:56.566885,2026-02-23 19:03:56.566886
2e13f445-6e28-4d2b-b452-c190208793b6,Continue,Sports,Miles LLC,SKU-00408,1939.63,1311.99,True,2026-02-23 19:03:56.567087,2026-02-23 19:03:56.567088
2d627a37-807b-4679-8ccf-df050f567183,Since,Electronics,"Alexander, Fitzgerald and Thomas",SKU-70074,4435.26,2787.32,True,2026-02-23 19:03:56.567415,2026-02-23 19:03:56.567415
57656b2d-a360-47c4-a50a-9523df782a93,Ready,Home,"Schneider, Lewis and Peterson",SKU-24914,825.38,446.31,True,2026-02-23 19:03:56.567871,2026-02-23 19:03:56.567884
764395d5-ffd8-4bdf-add7-05a71ba7b036,Democrat,Electronics,"Smith, Bauer and Berry",SKU-01997,4844.78,3665.06,True,2026-02-23 19:03:56.568394,2026-02-23 19:03:56.568397
f8965731-90d6-43d3-9196-c826a66ed3b8,Third,Beauty,Scott-Conley,SKU-66461,2248.93,1269.03,True,2026-02-23 19:03:56.568759,2026-02-23 19:03:56.568761
6d4b9a5e-65e8-403a-9db3-fde2eb991abc,Administration,Beauty,"Vaughn, Walker and Hernandez",SKU-49246,3648.36,1859.32,True,2026-02-23 19:03:56.569119,2026-02-23 19:03:56.569120
155e3b48-dc00-4d84-88f9-d0a3f4e21755,Into,Sports,Kennedy-Banks,SKU-04209,4766.42,3664.4,True,2026-02-23 19:03:56.569506,2026-02-23 19:03:56.569508
08f0c2a4-55eb-46b0-82ca-3eb2ade52d97,Dinner,Clothing,Jackson Group,SKU-56129,1290.51,683.25,True,2026-02-23 19:03:56.569753,2026-02-23 19:03:56.569755
bf4ceb45-1a87-4b1e-8aa5-d52b49c2fcbc,Movie,Electronics,"Moss, Davis and Perez",SKU-85147,4633.43,3497.82,True,2026-02-23 19:03:56.570103,2026-02-23 19:03:56.570104
4da61dfb-b72c-4d91-b50d-1366ba62e08d,May,Home,"Bush, Moore and Avila",SKU-85981,4101.14,3104.62,True,2026-02-23 19:03:56.570443,2026-02-23 19:03:56.570444
3195ef7c-bdec-442b-afab-f762e39e722b,Arm,Electronics,"Carter, Perez and Arnold",SKU-84642,1529.11,1067.57,True,2026-02-23 19:03:56.570789,2026-02-23 19:03:56.570790
7e209187-a615-4a5d-ae09-6583984c6596,Floor,Sports,Brown and Sons,SKU-17649,2401.33,1445.8,True,2026-02-23 19:03:56.570947,2026-02-23 19:03:56.570948
9476c5bc-52e4-46f5-966f-34d73a64fe20,Our,Home,Chung-Harper,SKU-78135,4528.18,3207.33,True,2026-02-23 19:03:56.571180,2026-02-23 19:03:56.571181
6febc728-009c-4a20-bb6a-908190193c49,Oil,Home,Valdez PLC,SKU-22630,3255.63,2428.68,True,2026-02-23 19:03:56.571333,2026-02-23 19:03:56.571334
91f25580-00ad-499e-a2af-52cc1f54a5b3,Result,Clothing,Fernandez-Green,SKU-33270,3593.83,1897.13,True,2026-02-23 19:03:56.571562,2026-02-23 19:03:56.571563
4853b2b6-c9fe-40dd-9e30-8679144fd5c0,Line,Beauty,"Davis, Vaughn and Garcia",SKU-89917,1428.34,1022.87,True,2026-02-23 19:03:56.571891,2026-02-23 19:03:56.571892
1b9730a4-0a6b-453b-b462-31e80dc27ad6,Expert,Clothing,Bell-Pena,SKU-15299,2254.61,1324.68,True,2026-02-23 19:03:56.572135,2026-02-23 19:03:56.572136
11248207-b841-4582-9b56-8b647fc643e3,Song,Electronics,Cardenas-Mooney,SKU-17970,504.84,311.42,True,2026-02-23 19:03:56.572364,2026-02-23 19:03:56.572365
158291dc-119b-42fc-b623-cd91c9bd96c5,Under,Beauty,"Andersen, Hernandez and Wallace",SKU-11344,4733.48,3542.37,True,2026-02-23 19:03:56.572674,2026-02-23 19:03:56.572675
16d52c1f-2e52-4a4b-94f0-0e25fed59fc7,College,Home,Jimenez-White,SKU-18855,1376.23,1006.29,True,2026-02-23 19:03:56.572938,2026-02-23 19:03:56.572939
45bb14b6-2d7f-4c44-abaa-8d78c4beb723,Law,Electronics,"West, Lucas and Flores",SKU-69989,3104.9,1814.33,True,2026-02-23 19:03:56.573254,2026-02-23 19:03:56.573255
1daa5872-a443-422d-8d17-a32374f5aa5e,Adult,Clothing,Miller-Sanchez,SKU-78239,4772.7,2437.67,True,2026-02-23 19:03:56.573480,2026-02-23 19:03:56.573480
f9215746-7769-4d5e-b058-92fd38877bee,Tough,Sports,"Allen, West and Reed",SKU-57948,2911.77,1913.64,True,2026-02-23 19:03:56.573817,2026-02-23 19:03:56.573818
908bd3c0-ad03-42d2-bdea-ae9b73aa67a5,Resource,Beauty,Pearson and Sons,SKU-15250,509.63,375.1,True,2026-02-23 19:03:56.573985,2026-02-23 19:03:56.573986
a3b623f3-ff6a-4060-9203-778a9c54c438,Back,Clothing,Castillo PLC,SKU-20497,3143.6,2239.61,True,2026-02-23 19:03:56.574146,2026-02-23 19:03:56.574147
5a48939b-0cd8-4df9-8435-5caeea1186ff,Approach,Beauty,Kane LLC,SKU-13854,652.62,515.96,True,2026-02-23 19:03:56.574314,2026-02-23 19:03:56.574315
fd0eaba9-3da0-4255-9a76-35f91e74daef,Challenge,Beauty,"Vincent, Duncan and Cook",SKU-39141,2896.32,2002.58,True,2026-02-23 19:03:56.574636,2026-02-23 19:03:56.574637
0c49ed1f-ed56-4f1a-a5ce-a4bee8124ca2,Something,Electronics,"Key, Vasquez and Davenport",SKU-73437,1903.03,1499.27,True,2026-02-23 19:03:56.574967,2026-02-23 19:03:56.574968
d51d3ae1-131d-4468-b0c5-7c9d86ba36b2,Light,Sports,Henry-Hendrix,SKU-18417,3610.33,1978.08,True,2026-02-23 19:03:56.575206,2026-02-23 19:03:56.575207
4202c59c-1586-45a4-b87c-edbccfe889d7,Sing,Sports,Mays Group,SKU-30081,245.18,140.31,True,2026-02-23 19:03:56.575361,2026-02-23 19:03:56.575362
1a7cfad4-bbbf-4240-8155-04ba948fc59f,Ask,Beauty,Joseph Ltd,SKU-16143,4854.44,2653.37,True,2026-02-23 19:03:56.575513,2026-02-23 19:03:56.575513
69606142-13d8-4c4b-92e6-415a22e38657,Develop,Home,Mckenzie LLC,SKU-87254,3130.31,1710.21,True,2026-02-23 19:03:56.575666,2026-02-23 19:03:56.575667
10598d92-c74f-43b0-a51e-6922f138697a,Second,Clothing,Griffith-Davidson,SKU-75233,4481.69,2889.87,True,2026-02-23 19:03:56.575916,2026-02-23 19:03:56.575917
233b27f3-15f1-49d8-96c4-a46680330c91,Respond,Clothing,Hamilton Inc,SKU-22032,1359.3,747.87,True,2026-02-23 19:03:56.576095,2026-02-23 19:03:56.576096
38714a4d-907f-44ee-acbf-33b1fb6360c7,Everybody,Electronics,Payne-Dunn,SKU-18741,4552.44,3310.64,True,2026-02-23 19:03:56.576337,2026-02-23 19:03:56.576338
246d5708-bbf8-4094-94bb-b58e78281196,Role,Sports,Potter-Ellis,SKU-42055,2110.61,1573.87,True,2026-02-23 19:03:56.576568,2026-02-23 19:03:56.576569
6a508f2c-7b55-4cf1-9b5b-817670492713,Wonder,Clothing,Griffin-Hamilton,SKU-55434,4268.22,2176.52,True,2026-02-23 19:03:56.576794,2026-02-23 19:03:56.576795
61e4e29d-75c8-46fe-ae9f-0b8ff0f470a6,While,Clothing,Hill-Hernandez,SKU-34317,3484.13,2263.21,True,2026-02-23 19:03:56.577018,2026-02-23 19:03:56.577019
8b5a6681-9183-449e-a634-1288b3c87c67,Again,Clothing,Howell-Hopkins,SKU-32499,3671.67,2799.79,True,2026-02-23 19:03:56.577264,2026-02-23 19:03:56.577264
7c68d475-8ba2-4409-886b-842f122ee465,Why,Beauty,"Estes, Simon and Golden",SKU-98741,1363.62,1048.58,True,2026-02-23 19:03:56.577573,2026-02-23 19:03:56.577574
3c94aced-6d97-44c0-a2b0-00710e4c3f0c,Participant,Home,Maxwell Ltd,SKU-94619,2818.65,1620.57,True,2026-02-23 19:03:56.577764,2026-02-23 19:03:56.577766
407c698e-678c-4a15-b9e4-7e2dffa692d5,Job,Sports,Cruz PLC,SKU-85524,232.92,130.35,True,2026-02-23 19:03:56.577918,2026-02-23 19:03:56.577919
17a75d18-ecea-450b-be35-0c9d924f6480,Go,Sports,"Carter, Lynn and Holt",SKU-97748,296.39,182.15,True,2026-02-23 19:03:56.578248,2026-02-23 19:03:56.578249
7fcbe5f5-bf6c-4b31-8583-1c7c4b54e248,Raise,Sports,Martinez-Ho,SKU-41035,1924.69,1246.41,True,2026-02-23 19:03:56.578483,2026-02-23 19:03:56.578483
f94bc13c-077a-4d77-a621-5ccc28badbf3,Ready,Sports,Stephenson-Munoz,SKU-59876,309.07,202.27,True,2026-02-23 19:03:56.578720,2026-02-23 19:03:56.578720
9aa3ce8f-f3c4-456e-96c0-742f3ccf3631,Front,Electronics,Mccall PLC,SKU-61284,2656.06,1829.89,True,2026-02-23 19:03:56.578871,2026-02-23 19:03:56.578872
fde7d26a-1cb7-4c2a-b8df-5e2aa4b985b4,Among,Home,Washington and Sons,SKU-95422,4891.29,2912.66,True,2026-02-23 19:03:56.579021,2026-02-23 19:03:56.579022
f10c195b-0e4e-4407-9be6-8bf71dd45a6e,Remember,Clothing,Mckay and Sons,SKU-53396,4613.72,3180.02,True,2026-02-23 19:03:56.579168,2026-02-23 19:03:56.579169
7c410e9a-7cb2-4f4b-be0e-167a586827aa,Page,Clothing,Fuller Inc,SKU-30729,725.76,374.83,True,2026-02-23 19:03:56.579335,2026-02-23 19:03:56.579336
2b711437-2118-416b-8ade-d48cfd09d37f,Prepare,Home,Wallace Ltd,SKU-20151,1381.01,743.4,True,2026-02-23 19:03:56.579495,2026-02-23 19:03:56.579496
26035019-d5a8-466f-9905-43577a0099b2,One,Home,Williams-Morse,SKU-40242,2269.67,1642.91,True,2026-02-23 19:03:56.579718,2026-02-23 19:03:56.579719
e3aac0f2-06a8-49af-bc0b-6268d0c8f945,Your,Beauty,"Stark, Smith and Browning",SKU-72451,4916.72,3449.98,True,2026-02-23 19:03:56.580016,2026-02-23 19:03:56.580017
2fedfb6d-b3e3-4a58-86e1-2c440341169f,Against,Clothing,Herman Inc,SKU-46974,3457.38,1745.18,True,2026-02-23 19:03:56.580167,2026-02-23 19:03:56.580168
5eba7e59-76c9-404e-a807-d84d178cf871,Its,Clothing,Salinas-Lyons,SKU-22946,3737.47,2020.21,True,2026-02-23 19:03:56.580408,2026-02-23 19:03:56.580409
887e81f7-5d67-48e6-a301-19a4d05f5ba7,Past,Electronics,Carter and Sons,SKU-86289,3330.14,2266.8,True,2026-02-23 19:03:56.580561,2026-02-23 19:03:56.580562
55bb1a4f-6e95-45e1-90b2-82d7e9dfa27b,Child,Clothing,Obrien and Sons,SKU-60159,1512.52,928.42,True,2026-02-23 19:03:56.580705,2026-02-23 19:03:56.580706
d9b7b436-e2b9-41f1-a80d-f35aafb98fe6,Soldier,Beauty,"Holland, White and Stout",SKU-77072,580.19,299.6,True,2026-02-23 19:03:56.581008,2026-02-23 19:03:56.581009
d4ec8b97-01d8-4680-bddf-ba66660d8f4f,Technology,Electronics,"Knight, Kelley and Martin",SKU-40104,4756.8,3700.78,True,2026-02-23 19:03:56.581316,2026-02-23 19:03:56.581317
c7ba35fc-26ea-4fc0-8780-31bf6df39c5f,Bag,Electronics,"Carter, Morris and Davis",SKU-61219,4625.86,2312.97,True,2026-02-23 19:03:56.581655,2026-02-23 19:03:56.581656
eaa71aee-31a1-4296-b260-204161469e90,After,Beauty,"Curtis, Campbell and Johnson",SKU-93948,4177.68,3300.02,True,2026-02-23 19:03:56.581973,2026-02-23 19:03:56.581974
a8f02e62-b221-47a6-8889-5e3f57798f6b,Long,Beauty,West and Sons,SKU-42448,1454.58,736.31,True,2026-02-23 19:03:56.582123,2026-02-23 19:03:56.582123
a65644f9-d6c5-4a6d-badd-a89f4f5e83de,Her,Electronics,"Jackson, Rogers and Lopez",SKU-63888,4939.0,2966.99,True,2026-02-23 19:03:56.582442,2026-02-23 19:03:56.582444
67ea3e56-e0a1-4b95-837d-7152385dfb4e,Him,Home,Richardson-Rogers,SKU-83132,3485.84,2787.71,True,2026-02-23 19:03:56.582687,2026-02-23 19:03:56.582688
889bcd2d-b0a3-446e-9893-3a733fb8293b,Career,Clothing,"Williams, Berry and Neal",SKU-37052,3232.92,2294.31,True,2026-02-23 19:03:56.583031,2026-02-23 19:03:56.583032
4c3fb496-b4cb-4778-9e91-3c5ad3fd7cc1,Land,Electronics,Wilson Group,SKU-97139,2981.37,1652.72,True,2026-02-23 19:03:56.583185,2026-02-23 19:03:56.583186
